Chunk,GT
[client 68.161.247.244] File does not exist: /var/www/html/scripts/root.exe; [client 68.161.247.244] File does not exist: /var/www/html/MSADC; [client 68.161.247.244] File does not exist: /var/www/html/c; [client 68.161.247.244] File does not exist: /var/www/html/d; [client 68.161.247.244] File does not exist: /var/www/html/scripts/..%5c..,<start>File does not exist: /var/www/html/scripts/root.exe</end>
[client 210.245.233.251] File does not exist: /var/www/html/b2evo; [client 210.245.233.251] File does not exist: /var/www/html/pavon; uriMap.mapUri() uri must start with /; [client 210.245.233.251] Invalid URI in request GET HTTP/1.1; uriMap.mapUri() uri must start with /,<start>[client 210.245.233.251] File does not exist: /var/www/html/b2evo</end>
[client 82.179.164.139] File does not exist: /var/www/html/blog; [client 82.179.164.139] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 82.179.164.139] File does not exist: /var/www/html/blog; [client 82.179.164.139] File does not exist: /var/www/html/blog; [client 82.179.164.139] File does not exist: /var/www/html/blog,<start>[client 82.179.164.139] File does not exist: /var/www/html/blog</end>
mod_jk child init 1 -2; [client 216.180.251.58] File does not exist: /var/www/html/webcalendar; jk2_init() Found child 6434 in scoreboard slot 29; workerEnv.init() ok /etc/httpd/conf/workers2.properties; [client 216.180.251.58] File does not exist: /var/www/html/webcalendar,<start>[client 216.180.251.58] File does not exist: /var/www/html/webcalendar</end>
[client 201.245.155.22] File does not exist: /var/www/html/blog; [client 201.245.155.22] File does not exist: /var/www/html/drupal; [client 201.245.155.22] File does not exist: /var/www/html/blog; [client 201.245.155.22] File does not exist: /var/www/html/blogs; [client 201.245.155.22] File does not exist: /var/www/html/drupal,<start>[client 201.245.155.22] File does not exist: /var/www/html/blog</end>
[client 58.19.3.24] Directory index forbidden by rule: /var/www/html/; [client 162.27.9.20] Directory index forbidden by rule: /var/www/html/; [client 218.83.155.79] File does not exist: /var/www/html/default.shtml; [client 218.83.155.79] File does not exist: /var/www/html/default.shtml; [client 12.103.214.173] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/; File does not exist: /var/www/html/default.shtml</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 8; [client 69.64.38.143] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 69.64.38.143] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 69.64.38.143] script not found or unable to stat: /var/www/cgi-bin/awstats,<start>mod_jk child workerEnv in error state 8</end>
jk2_init() Can't find child 12991 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; [client 213.150.166.78] File does not exist: /var/www/html/sumthin; [client 213.150.166.78] File does not exist: /var/www/html/sumthin,<start>jk2_init() Can't find child 12991 in scoreboard</end>
mod_jk child init 1 -2; [client 68.96.18.125] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 68.96.18.125] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 68.96.18.125] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 68.96.18.125] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,<start>[client 68.96.18.125] script not found or unable to stat: /var/www/cgi-bin/awstats.pl</end>
[client 71.111.110.41] Directory index forbidden by rule: /var/www/html/; [client 67.154.58.130] Directory index forbidden by rule: /var/www/html/; [client 141.150.252.115] Directory index forbidden by rule: /var/www/html/; [client 66.217.35.113] File does not exist: /var/www/html/scripts/root.exe; [client 66.217.35.113] File does not exist: /var/www/html/MSADC,<start>Directory index forbidden by rule: /var/www/html/; File does not exist: /var/www/html/scripts/root.exe; File does not exist: /var/www/html/MSADC</end>
[client 221.221.17.210] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 221.221.17.210] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 221.221.17.210] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 221.221.17.210] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 221.221.17.210] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,<start>script not found or unable to stat: /var/www/cgi-bin/awstats.pl</end>
[client 222.78.108.111] Directory index forbidden by rule: /var/www/html/; [client 60.34.182.250] Directory index forbidden by rule: /var/www/html/; [client 218.169.115.156] File does not exist: /var/www/html/scripts/root.exe; [client 218.169.115.156] File does not exist: /var/www/html/MSADC; [client 218.169.115.156] File does not exist: /var/www/html/c,<start>Directory index forbidden by rule: /var/www/html/; File does not exist: /var/www/html/scripts/root.exe</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; jk2_init() Can't find child 485 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2,<start>jk2_init() Can't find child 485 in scoreboard</end>
[client 64.60.108.59] Directory index forbidden by rule: /var/www/html/; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Found child 22118 in scoreboard slot 0; jk2_init() Found child 22119 in scoreboard slot 3,<start>mod_jk child workerEnv in error state 4</end>
jk2_init() Found child 4941 in scoreboard slot 4; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Found child 4950 in scoreboard slot 4; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 4</end>
[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl; [client 202.133.98.6] File does not exist: /var/www/html/cgi; [client 202.133.98.6] File does not exist: /var/www/html/awstats.pl; [client 202.133.98.6] File does not exist: /var/www/html/cgi; [client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,<start>[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl</end>
mod_jk child workerEnv in error state 3; jk2_init() Found child 11291 in scoreboard slot 2; jk2_init() Found child 11293 in scoreboard slot 1; jk2_init() Found child 11294 in scoreboard slot 0; jk2_init() Found child 11295 in scoreboard slot 5,<start>mod_jk child workerEnv in error state 3</end>
mod_jk child workerEnv in error state 6; jk2_init() Found child 21921 in scoreboard slot 8; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 7; jk2_init() Found child 21931 in scoreboard slot 7,<start>mod_jk child workerEnv in error state 6; mod_jk child workerEnv in error state 7</end>
jk2_init() Found child 25796 in scoreboard slot 8; jk2_init() Found child 25795 in scoreboard slot 7; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>normal</end>
[client 64.236.104.1] File does not exist: /var/www/html/phpgroupware; [client 64.236.104.1] File does not exist: /var/www/html/phpgroupware; [client 64.236.104.1] File does not exist: /var/www/html/phpgroupware; [client 64.236.104.1] File does not exist: /var/www/html/phpgroupware; [client 64.236.104.1] File does not exist: /var/www/html/phpgroupware,<start>File does not exist: /var/www/html/phpgroupware</end>
[client 82.177.96.6] File does not exist: /var/www/html/xmlrpc; [client 82.177.96.6] File does not exist: /var/www/html/xmlsrv; [client 82.177.96.6] File does not exist: /var/www/html/xmlrpc; [client 82.177.96.6] File does not exist: /var/www/html/xmlsrv; [client 82.177.96.6] File does not exist: /var/www/html/xmlrpc,<start>File does not exist: /var/www/html/xmlrpc</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 5; jk2_init() Found child 27772 in scoreboard slot 6; jk2_init() Found child 27777 in scoreboard slot 11; jk2_init() Found child 27778 in scoreboard slot 12,<start>mod_jk child workerEnv in error state 5</end>
mod_jk child workerEnv in error state 4; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 3; jk2_init() Found child 14597 in scoreboard slot 0; jk2_init() Found child 14602 in scoreboard slot 0,<start>mod_jk child workerEnv in error state 4</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 3; [client 213.207.142.62] File does not exist: /var/www/html/awstats/awstats.pl; [client 213.207.142.62] File does not exist: /var/www/html/awstats/awstats.pl; [client 213.207.142.62] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,<start>mod_jk child workerEnv in error state 3</end>
jk2_init() Found child 25357 in scoreboard slot 0; jk2_init() Found child 25354 in scoreboard slot 1; jk2_init() Found child 25355 in scoreboard slot 4; jk2_init() Found child 25358 in scoreboard slot 2; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>normal</end>
mod_jk child workerEnv in error state 4; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Found child 28634 in scoreboard slot 2; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 4</end>
mod_jk child workerEnv in error state 4; jk2_init() Found child 14724 in scoreboard slot 5; [client 222.79.111.237] Directory index forbidden by rule: /var/www/html/; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4,<start>mod_jk child workerEnv in error state 4</end>
jk2_init() Found child 27922 in scoreboard slot 6; jk2_init() Found child 27919 in scoreboard slot 9; jk2_init() Found child 27920 in scoreboard slot 8; jk2_init() Found child 27918 in scoreboard slot 7; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>normal</end>
[client 211.9.156.77] File does not exist: /var/www/html/scripts/..%5c..; [client 211.9.156.77] File does not exist: /var/www/html/_vti_bin; [client 211.9.156.77] File does not exist: /var/www/html/_mem_bin; [client 211.9.156.77] File does not exist: /var/www/html/msadc; [client 211.9.156.77] File does not exist: /var/www/html/scripts/..\xc1\x1c..,<start>[client 211.9.156.77] File does not exist: /var/www/html/scripts/..%5c..</end>
[client 62.179.195.44] Directory index forbidden by rule: /var/www/html/; [client 83.70.240.78] Directory index forbidden by rule: /var/www/html/; [client 218.95.185.247] File does not exist: /var/www/html/~mana_; [client 218.95.185.247] File does not exist: /var/www/html/~mana_; [client 218.95.185.247] File does not exist: /var/www/html/~mana_,<start>Directory index forbidden by rule: /var/www/html/; File does not exist: /var/www/html/~mana_</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 7; mod_jk child workerEnv in error state 7; mod_jk child workerEnv in error state 7; mod_jk child workerEnv in error state 7,<start>mod_jk child workerEnv in error state 7</end>
mod_jk child workerEnv in error state 5; jk2_init() Found child 6223 in scoreboard slot 6; jk2_init() Found child 6224 in scoreboard slot 7; jk2_init() Found child 6226 in scoreboard slot 8; jk2_init() Found child 6225 in scoreboard slot 10,<start>mod_jk child workerEnv in error state 5</end>
[client 204.57.79.90] File does not exist: /var/www/html/xmlrpc; [client 204.57.79.90] File does not exist: /var/www/html/xmlrpc; [client 204.57.79.90] File does not exist: /var/www/html/xmlrpc; [client 204.57.79.90] File does not exist: /var/www/html/xmlrpc; [client 204.57.79.90] File does not exist: /var/www/html/xmlrpc,<start>[client 204.57.79.90] File does not exist: /var/www/html/xmlrpc</end>
[client 213.179.232.20] File does not exist: /var/www/html/xmlsrv; [client 213.179.232.20] File does not exist: /var/www/html/phpgroupware; [client 213.179.232.20] File does not exist: /var/www/html/drupal; [client 213.179.232.20] File does not exist: /var/www/html/xmlsrv; [client 213.179.232.20] File does not exist: /var/www/html/xmlsrv,<start>[client 213.179.232.20] File does not exist: /var/www/html/xmlsrv</end>
jk2_init() Can't find child 13859 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; jk2_init() Found child 13860 in scoreboard slot 12; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>jk2_init() Can't find child 13859 in scoreboard</end>
mod_jk child workerEnv in error state 3; [client 220.194.61.230] File does not exist: /var/www/html/awstats/awstats.pl; [client 220.194.61.230] File does not exist: /var/www/html/awstats/awstats.pl; [client 220.194.61.230] File does not exist: /var/www/html/awstats/awstats.pl; [client 220.194.61.230] File does not exist: /var/www/html/awstats/awstats.pl,<start>mod_jk child workerEnv in error state 3</end>
mod_jk child workerEnv in error state 6; jk2_init() Found child 25920 in scoreboard slot 4; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 7; jk2_init() Found child 25936 in scoreboard slot 3,<start>mod_jk child workerEnv in error state 6; mod_jk child workerEnv in error state 7</end>
[client 202.103.39.227] Directory index forbidden by rule: /var/www/html/; [client 61.144.215.18] Directory index forbidden by rule: /var/www/html/; [client 218.1.115.14] Directory index forbidden by rule: /var/www/html/; [client 24.228.35.81] Directory index forbidden by rule: /var/www/html/; [client 61.108.115.27] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
mod_jk child workerEnv in error state 6; jk2_init() Found child 30299 in scoreboard slot 8; jk2_init() Found child 30297 in scoreboard slot 11; jk2_init() Found child 30300 in scoreboard slot 7; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 6</end>
[client 210.115.233.107] File does not exist: /var/www/html/cgi; jk2_init() Can't find child 27447 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; [client 210.115.233.107] Directory index forbidden by rule: /var/www/html/,<start>[client 210.115.233.107] File does not exist: /var/www/html/cgi; jk2_init() Can't find child 27447 in scoreboard; [client 210.115.233.107] Directory index forbidden by rule: /var/www/html/</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 6,<start>mod_jk child workerEnv in error state 6</end>
mod_jk child workerEnv in error state 6; mod_jk child workerEnv in error state 7; mod_jk child workerEnv in error state 8; mod_jk child workerEnv in error state 6; mod_jk child workerEnv in error state 6,<start>mod_jk child workerEnv in error state 6</end>
mod_jk child workerEnv in error state 5; jk2_init() Found child 26919 in scoreboard slot 8; jk2_init() Found child 26922 in scoreboard slot 7; jk2_init() Found child 26920 in scoreboard slot 9; jk2_init() Found child 26921 in scoreboard slot 6,<start>mod_jk child workerEnv in error state 5</end>
mod_jk child init 1 0; mod_jk child workerEnv in error state 4; jk2_init() Found child 22447 in scoreboard slot 1; jk2_init() Found child 22448 in scoreboard slot 2; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 4</end>
mod_jk child workerEnv in error state 6; jk2_init() Found child 6007 in scoreboard slot 7; jk2_init() Found child 6006 in scoreboard slot 6; jk2_init() Found child 6005 in scoreboard slot 9; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 6</end>
[client 61.152.90.96] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 61.152.90.96] File does not exist: /var/www/html/blogs; [client 61.152.90.96] File does not exist: /var/www/html/awstats/awstats.pl; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 2,<start>mod_jk child workerEnv in error state 2</end>
[client 82.127.23.55] File does not exist: /var/www/html/wordpress; [client 82.127.23.55] File does not exist: /var/www/html/xmlsrv; [client 82.127.23.55] File does not exist: /var/www/html/xmlsrv; [client 82.127.23.55] File does not exist: /var/www/html/blog; [client 82.127.23.55] File does not exist: /var/www/html/drupal,<start>[client 82.127.23.55] File does not exist: /var/www/html/wordpress</end>
[client 64.116.212.250] Directory index forbidden by rule: /var/www/html/; [client 201.17.168.154] Directory index forbidden by rule: /var/www/html/; [client 12.208.0.159] request failed: error reading the headers; [client 201.17.169.213] Directory index forbidden by rule: /var/www/html/; [client 24.196.72.243] Directory index forbidden by rule: /var/www/html/,<start>[client 12.208.0.159] request failed: error reading the headers</end>
[client 219.150.164.125] Directory index forbidden by rule: /var/www/html/; [client 61.10.7.227] Directory index forbidden by rule: /var/www/html/; [client 24.84.122.136] Directory index forbidden by rule: /var/www/html/; [client 204.244.175.6] Directory index forbidden by rule: /var/www/html/; [client 202.125.59.145] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
[client 61.134.40.151] File does not exist: /var/www/html/awstats/awstats.pl; [client 61.134.40.151] File does not exist: /var/www/html/awstats/awstats.pl; [client 61.134.40.151] File does not exist: /var/www/html/awstats/awstats.pl; [client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,<start>File does not exist: /var/www/html/awstats/awstats.pl</end>
[client 61.84.135.157] File does not exist: /var/www/html/blog; [client 61.84.135.157] File does not exist: /var/www/html/blog; [client 61.84.135.157] File does not exist: /var/www/html/blog; [client 61.84.135.157] File does not exist: /var/www/html/blog; [client 61.84.135.157] File does not exist: /var/www/html/blog,<start>File does not exist: /var/www/html/blog</end>
[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; [client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats,<start>[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; [client 68.218.115.44] File does not exist: /var/www/html/scripts/root.exe; [client 68.218.115.44] File does not exist: /var/www/html/MSADC; jk2_init() Found child 23223 in scoreboard slot 6,<start>mod_jk child workerEnv in error state 4</end>
[client 66.129.28.25] Directory index forbidden by rule: /var/www/html/; [client 71.112.243.226] Directory index forbidden by rule: /var/www/html/; [client 24.71.220.146] Directory index forbidden by rule: /var/www/html/; [client 218.107.24.194] Directory index forbidden by rule: /var/www/html/; [client 203.186.238.135] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
[client 221.157.182.94] Directory index forbidden by rule: /var/www/html/; [client 219.250.223.101] Directory index forbidden by rule: /var/www/html/; [client 219.254.80.220] Directory index forbidden by rule: /var/www/html/; [client 222.112.24.60] Directory index forbidden by rule: /var/www/html/; [client 61.101.16.123] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
[client 198.235.57.3] Directory index forbidden by rule: /var/www/html/; [client 65.242.111.25] Directory index forbidden by rule: /var/www/html/; [client 211.137.243.18] Directory index forbidden by rule: /var/www/html/; [client 64.169.90.126] Directory index forbidden by rule: /var/www/html/; [client 218.247.166.87] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
[client 61.146.41.126] Directory index forbidden by rule: /var/www/html/; [client 221.13.181.8] Directory index forbidden by rule: /var/www/html/; [client 207.216.192.105] Directory index forbidden by rule: /var/www/html/; [client 218.107.250.162] Directory index forbidden by rule: /var/www/html/; [client 24.70.28.41] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
[client 200.24.17.195] File does not exist: /var/www/html/drupal; [client 200.24.17.195] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 200.24.17.195] File does not exist: /var/www/html/phpgroupware; [client 200.24.17.195] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 200.24.17.195] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,<start>[client 200.24.17.195] File does not exist: /var/www/html/drupal; [client 200.24.17.195] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 200.24.17.195] File does not exist: /var/www/html/phpgroupware</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 3; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 3; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 3</end>
mod_jk2 Shutting down; [client 85.214.20.161] File does not exist: /var/www/html/xmlrpc; [client 85.214.20.161] File does not exist: /var/www/html/xmlrpc; [client 85.214.20.161] File does not exist: /var/www/html/xmlsrv; [client 85.214.20.161] File does not exist: /var/www/html/xmlsrv,<start>[client 85.214.20.161] File does not exist: /var/www/html/xmlrpc</end>
[client 200.94.105.213] File does not exist: /var/www/html/blog; [client 200.94.105.213] File does not exist: /var/www/html/phpgroupware; [client 200.94.105.213] File does not exist: /var/www/html/xmlrpc; [client 200.94.105.213] File does not exist: /var/www/html/phpgroupware; [client 200.94.105.213] File does not exist: /var/www/html/drupal,<start>[client 200.94.105.213] File does not exist: /var/www/html/blog</end>
[client 69.64.38.143] File does not exist: /var/www/html/awstats/awstats.pl; [client 69.64.38.143] File does not exist: /var/www/html/awstats/awstats.pl; [client 69.64.38.143] File does not exist: /var/www/html/awstats/awstats.pl; jk2_init() Can't find child 886 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>[client 69.64.38.143] File does not exist: /var/www/html/awstats/awstats.pl</end>
jk2_init() Found child 13238 in scoreboard slot 10; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Can't find child 13239 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 4</end>
[client 202.152.39.26] File does not exist: /var/www/html/blog; [client 202.152.39.26] File does not exist: /var/www/html/blog; [client 202.152.39.26] File does not exist: /var/www/html/blog; [client 202.152.39.26] File does not exist: /var/www/html/blog; [client 202.152.39.26] File does not exist: /var/www/html/blog,<start>[client 202.152.39.26] File does not exist: /var/www/html/blog</end>
[client 193.232.254.50] File does not exist: /var/www/html/blogs; [client 193.232.254.50] File does not exist: /var/www/html/drupal; [client 193.232.254.50] File does not exist: /var/www/html/blogs; [client 193.232.254.50] File does not exist: /var/www/html/blog; [client 193.232.254.50] File does not exist: /var/www/html/drupal,<start>[client 193.232.254.50] File does not exist: /var/www/html/blogs</end>
[client 221.145.47.168] File does not exist: /var/www/html/level; [client 211.207.193.2] File does not exist: /var/www/html/level; [client 211.40.26.82] File does not exist: /var/www/html/level; [client 59.17.201.95] File does not exist: /var/www/html/level; [client 59.188.76.82] File does not exist: /var/www/html/level,<start>File does not exist: /var/www/html/level</end>
jk2_init() Found child 25415 in scoreboard slot 3; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>normal</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Found child 24508 in scoreboard slot 5; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4,<start>mod_jk child workerEnv in error state 4</end>
jk2_init() Found child 25224 in scoreboard slot 0; jk2_init() Found child 25222 in scoreboard slot 4; jk2_init() Found child 25227 in scoreboard slot 4; jk2_init() Found child 25231 in scoreboard slot 1; jk2_init() Found child 25228 in scoreboard slot 3,<start>normal</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 3; jk2_init() Found child 5658 in scoreboard slot 3; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 3,<start>mod_jk child workerEnv in error state 3</end>
jk2_init() Can't find child 21335 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2,<start>jk2_init() Can't find child 21335 in scoreboard</end>
[client 64.182.1.110] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 64.182.1.110] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 64.182.1.110] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 64.182.1.110] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 64.182.1.110] script not found or unable to stat: /var/www/cgi-bin/awstats,<start>script not found or unable to stat: /var/www/cgi-bin/awstats.pl</end>
[client 204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 204.57.79.90] script not found or unable to stat: /var/www/cgi-bin/awstats,<start>script not found or unable to stat: /var/www/cgi-bin/awstats</end>
[client 193.77.212.241] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 193.77.212.241] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 193.77.212.241] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 193.77.212.241] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 193.77.212.241] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,<start>script not found or unable to stat: /var/www/cgi-bin/awstats.pl</end>
mod_jk child workerEnv in error state 6; jk2_init() Found child 6784 in scoreboard slot 8; [client 61.220.139.68] Directory index forbidden by rule: /var/www/html/; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 6,<start>mod_jk child workerEnv in error state 6</end>
[client 70.17.255.43] File does not exist: /var/www/html/sumthin; [client 70.17.255.43] File does not exist: /var/www/html/sumthin; [client 70.17.255.43] File does not exist: /var/www/html/sumthin; [client 63.233.95.41] request failed: error reading the headers; [client 218.83.155.79] File does not exist: /var/www/html/default.shtml,<start>[client 63.233.95.41] request failed: error reading the headers</end>
[client 61.152.90.96] File does not exist: /var/www/html/blogs; [client 61.152.90.96] File does not exist: /var/www/html/drupal; [client 61.152.90.96] File does not exist: /var/www/html/blog; [client 61.152.90.96] File does not exist: /var/www/html/drupal; [client 61.152.90.96] File does not exist: /var/www/html/blogs,<start>File does not exist: /var/www/html/blogs</end>
"[client 203.197.81.72] Directory index forbidden by rule: /var/www/html/; Graceful restart requested, doing restart; mod_jk2 Shutting down; mod_jk2 Shutting down; mod_jk2 Shutting down",<start>[client 203.197.81.72] Directory index forbidden by rule: /var/www/html/</end>
[client 218.106.165.188] File does not exist: /var/www/html/drupal; [client 218.106.165.188] File does not exist: /var/www/html/blogs; [client 218.106.165.188] File does not exist: /var/www/html/drupal; [client 218.106.165.188] File does not exist: /var/www/html/drupal; [client 218.106.165.188] File does not exist: /var/www/html/wordpress,<start>[client 218.106.165.188] File does not exist: /var/www/html/drupal</end>
[client 24.7.41.192] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 24.7.41.192] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 24.7.41.192] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 24.7.41.192] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 24.7.41.192] script not found or unable to stat: /var/www/cgi-bin/awstats,<start>[client 24.7.41.192] script not found or unable to stat: /var/www/cgi-bin/awstats.pl</end>
[client 213.131.241.73] File does not exist: /var/www/html/blogs; [client 213.131.241.73] File does not exist: /var/www/html/blogs; [client 213.131.241.73] File does not exist: /var/www/html/blogs; [client 213.131.241.73] File does not exist: /var/www/html/blogs; [client 213.131.241.73] File does not exist: /var/www/html/blogs,<start>File does not exist: /var/www/html/blogs</end>
[client 198.65.102.75] File does not exist: /var/www/html/drupal; [client 198.65.102.75] File does not exist: /var/www/html/drupal; [client 198.65.102.75] File does not exist: /var/www/html/drupal; [client 198.65.102.75] File does not exist: /var/www/html/drupal; [client 198.65.102.75] File does not exist: /var/www/html/drupal,<start>File does not exist: /var/www/html/drupal</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 5; jk2_init() Found child 21700 in scoreboard slot 6; jk2_init() Found child 21701 in scoreboard slot 9; jk2_init() Found child 21702 in scoreboard slot 8,<start>mod_jk child workerEnv in error state 5</end>
